name	dataset	audio_path	video_path	mel_mean_path	mel_diff_path	duration
743	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000743.wav	/home/h-okano/DiffBinaural/dataset/videos/000743	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000743_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000743_mel.npy	10.005313
614	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000614.wav	/home/h-okano/DiffBinaural/dataset/videos/000614	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000614_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000614_mel.npy	10.005313
109	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000109.wav	/home/h-okano/DiffBinaural/dataset/videos/000109	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000109_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000109_mel.npy	10.005313
1360	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001360.wav	/home/h-okano/DiffBinaural/dataset/videos/001360	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001360_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001360_mel.npy	10.005313
544	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000544.wav	/home/h-okano/DiffBinaural/dataset/videos/000544	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000544_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000544_mel.npy	10.005313
435	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000435.wav	/home/h-okano/DiffBinaural/dataset/videos/000435	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000435_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000435_mel.npy	9.984
572	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000572.wav	/home/h-okano/DiffBinaural/dataset/videos/000572	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000572_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000572_mel.npy	9.984
351	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000351.wav	/home/h-okano/DiffBinaural/dataset/videos/000351	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000351_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000351_mel.npy	9.984
846	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000846.wav	/home/h-okano/DiffBinaural/dataset/videos/000846	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000846_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000846_mel.npy	10.005313
533	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000533.wav	/home/h-okano/DiffBinaural/dataset/videos/000533	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000533_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000533_mel.npy	10.005313
631	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000631.wav	/home/h-okano/DiffBinaural/dataset/videos/000631	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000631_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000631_mel.npy	10.005313
1329	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001329.wav	/home/h-okano/DiffBinaural/dataset/videos/001329	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001329_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001329_mel.npy	9.984
499	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000499.wav	/home/h-okano/DiffBinaural/dataset/videos/000499	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000499_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000499_mel.npy	10.005313
1057	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001057.wav	/home/h-okano/DiffBinaural/dataset/videos/001057	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001057_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001057_mel.npy	10.005313
1220	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001220.wav	/home/h-okano/DiffBinaural/dataset/videos/001220	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001220_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001220_mel.npy	10.005313
941	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000941.wav	/home/h-okano/DiffBinaural/dataset/videos/000941	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000941_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000941_mel.npy	10.005313
1488	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001488.wav	/home/h-okano/DiffBinaural/dataset/videos/001488	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001488_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001488_mel.npy	10.005313
1052	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001052.wav	/home/h-okano/DiffBinaural/dataset/videos/001052	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001052_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001052_mel.npy	10.005313
498	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000498.wav	/home/h-okano/DiffBinaural/dataset/videos/000498	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000498_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000498_mel.npy	10.005313
1303	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001303.wav	/home/h-okano/DiffBinaural/dataset/videos/001303	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001303_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001303_mel.npy	10.005313
1066	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001066.wav	/home/h-okano/DiffBinaural/dataset/videos/001066	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001066_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001066_mel.npy	10.005313
1493	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001493.wav	/home/h-okano/DiffBinaural/dataset/videos/001493	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001493_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001493_mel.npy	10.005313
1112	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001112.wav	/home/h-okano/DiffBinaural/dataset/videos/001112	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001112_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001112_mel.npy	10.005313
273	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000273.wav	/home/h-okano/DiffBinaural/dataset/videos/000273	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000273_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000273_mel.npy	10.005313
1	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000001.wav	/home/h-okano/DiffBinaural/dataset/videos/000001	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000001_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000001_mel.npy	10.005313
586	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000586.wav	/home/h-okano/DiffBinaural/dataset/videos/000586	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000586_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000586_mel.npy	10.005313
366	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000366.wav	/home/h-okano/DiffBinaural/dataset/videos/000366	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000366_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000366_mel.npy	10.005313
868	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000868.wav	/home/h-okano/DiffBinaural/dataset/videos/000868	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000868_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000868_mel.npy	10.005313
257	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000257.wav	/home/h-okano/DiffBinaural/dataset/videos/000257	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000257_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000257_mel.npy	9.984
894	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000894.wav	/home/h-okano/DiffBinaural/dataset/videos/000894	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000894_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000894_mel.npy	10.005313
1820	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001820.wav	/home/h-okano/DiffBinaural/dataset/videos/001820	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001820_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001820_mel.npy	9.984
1556	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001556.wav	/home/h-okano/DiffBinaural/dataset/videos/001556	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001556_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001556_mel.npy	10.005313
374	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000374.wav	/home/h-okano/DiffBinaural/dataset/videos/000374	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000374_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000374_mel.npy	9.984
1021	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001021.wav	/home/h-okano/DiffBinaural/dataset/videos/001021	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001021_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001021_mel.npy	10.005313
1082	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001082.wav	/home/h-okano/DiffBinaural/dataset/videos/001082	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001082_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001082_mel.npy	10.005313
1265	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001265.wav	/home/h-okano/DiffBinaural/dataset/videos/001265	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001265_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001265_mel.npy	10.005313
897	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000897.wav	/home/h-okano/DiffBinaural/dataset/videos/000897	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000897_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000897_mel.npy	10.005313
1798	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001798.wav	/home/h-okano/DiffBinaural/dataset/videos/001798	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001798_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001798_mel.npy	9.984
919	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000919.wav	/home/h-okano/DiffBinaural/dataset/videos/000919	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000919_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000919_mel.npy	9.984
669	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000669.wav	/home/h-okano/DiffBinaural/dataset/videos/000669	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000669_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000669_mel.npy	10.005313
1168	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001168.wav	/home/h-okano/DiffBinaural/dataset/videos/001168	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001168_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001168_mel.npy	10.005313
221	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000221.wav	/home/h-okano/DiffBinaural/dataset/videos/000221	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000221_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000221_mel.npy	10.005313
401	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000401.wav	/home/h-okano/DiffBinaural/dataset/videos/000401	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000401_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000401_mel.npy	10.005313
890	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000890.wav	/home/h-okano/DiffBinaural/dataset/videos/000890	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000890_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000890_mel.npy	10.005313
777	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000777.wav	/home/h-okano/DiffBinaural/dataset/videos/000777	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000777_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000777_mel.npy	9.984
1754	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001754.wav	/home/h-okano/DiffBinaural/dataset/videos/001754	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001754_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001754_mel.npy	10.005313
931	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000931.wav	/home/h-okano/DiffBinaural/dataset/videos/000931	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000931_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000931_mel.npy	10.005313
795	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000795.wav	/home/h-okano/DiffBinaural/dataset/videos/000795	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000795_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000795_mel.npy	10.005313
1672	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001672.wav	/home/h-okano/DiffBinaural/dataset/videos/001672	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001672_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001672_mel.npy	9.984
1005	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001005.wav	/home/h-okano/DiffBinaural/dataset/videos/001005	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001005_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001005_mel.npy	10.005313
906	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000906.wav	/home/h-okano/DiffBinaural/dataset/videos/000906	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000906_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000906_mel.npy	9.984
1590	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001590.wav	/home/h-okano/DiffBinaural/dataset/videos/001590	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001590_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001590_mel.npy	10.005313
1587	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001587.wav	/home/h-okano/DiffBinaural/dataset/videos/001587	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001587_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001587_mel.npy	10.005313
1173	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001173.wav	/home/h-okano/DiffBinaural/dataset/videos/001173	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001173_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001173_mel.npy	10.005313
155	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000155.wav	/home/h-okano/DiffBinaural/dataset/videos/000155	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000155_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000155_mel.npy	10.005313
335	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000335.wav	/home/h-okano/DiffBinaural/dataset/videos/000335	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000335_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000335_mel.npy	10.005313
66	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000066.wav	/home/h-okano/DiffBinaural/dataset/videos/000066	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000066_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000066_mel.npy	10.005313
358	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000358.wav	/home/h-okano/DiffBinaural/dataset/videos/000358	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000358_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000358_mel.npy	10.005313
552	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000552.wav	/home/h-okano/DiffBinaural/dataset/videos/000552	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000552_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000552_mel.npy	9.984
1358	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001358.wav	/home/h-okano/DiffBinaural/dataset/videos/001358	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001358_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001358_mel.npy	10.005313
7	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000007.wav	/home/h-okano/DiffBinaural/dataset/videos/000007	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000007_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000007_mel.npy	9.984
536	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000536.wav	/home/h-okano/DiffBinaural/dataset/videos/000536	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000536_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000536_mel.npy	9.984
1552	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001552.wav	/home/h-okano/DiffBinaural/dataset/videos/001552	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001552_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001552_mel.npy	10.005313
980	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000980.wav	/home/h-okano/DiffBinaural/dataset/videos/000980	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000980_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000980_mel.npy	10.005313
1230	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001230.wav	/home/h-okano/DiffBinaural/dataset/videos/001230	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001230_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001230_mel.npy	10.005313
842	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000842.wav	/home/h-okano/DiffBinaural/dataset/videos/000842	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000842_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000842_mel.npy	9.984
145	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000145.wav	/home/h-okano/DiffBinaural/dataset/videos/000145	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000145_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000145_mel.npy	10.005313
580	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000580.wav	/home/h-okano/DiffBinaural/dataset/videos/000580	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000580_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000580_mel.npy	10.005313
1865	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001865.wav	/home/h-okano/DiffBinaural/dataset/videos/001865	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001865_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001865_mel.npy	10.005313
1114	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001114.wav	/home/h-okano/DiffBinaural/dataset/videos/001114	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001114_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001114_mel.npy	10.005313
131	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000131.wav	/home/h-okano/DiffBinaural/dataset/videos/000131	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000131_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000131_mel.npy	10.005313
836	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000836.wav	/home/h-okano/DiffBinaural/dataset/videos/000836	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000836_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000836_mel.npy	10.005313
1554	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001554.wav	/home/h-okano/DiffBinaural/dataset/videos/001554	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001554_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001554_mel.npy	9.984
